ErrorCodeDec,ID,adviseText,description,errorText,examples,param1,param2,pruefumfangName,resultName,resultValueStr,testStepName
3301376,1021,"-","FS_LESEN_C_DIAGNOSE","Botschaft (ST_EWP20_LIN, 0x25, LIN), Timeout: Botschaft (Status_EWP20_LIN) von EWP20 ausgefallen","C_DIAGNOSE;MOTOR;F_ORT_NR;FS_LESEN_C_DIAGNOSE;D83BX7C0;FS_LESEN - 3301376 (HEX 32 60 00 27);3301376;Botschaft (ST_EWP20_LIN, 0x25, LIN), Timeout: Botschaft (Status_EWP20_LIN) von EWP20 ausgefallen;-\x0A",D83BX7C0,"FS_LESEN","C_DIAGNOSE","F_ORT_NR","3301376 (HEX 32 60 00 27)",MOTOR
1093893,1022,"-","FS_LESEN_C_DIAGNOSE","Außentemperatursensor, Signal: CAN-Botschaft fehlerhaft","C_DIAGNOSE;MOTOR;F_ORT_NR;FS_LESEN_C_DIAGNOSE;DME8FF_R;FS_LESEN - 1093893 (HEX 10 B1 05 27);1093893;Außentemperatursensor, Signal: CAN-Botschaft fehlerhaft;-\x0A","DME8FF_R","FS_LESEN","C_DIAGNOSE","F_ORT_NR","1093893 (HEX 10 B1 05 27)",MOTOR
"*",1025,"-","FS_LESEN_F1","Ultraschallsensor hinten Seite * Leitung Unterbrechung","C_DIAGNOSE;PARK_MANOEVER_ASSISTENT;F_ORT_NR;FS_LESEN_F1;PMA_20;FS_LESEN - 8401668 (HEX 80 33 04 2B);8401668;Ultraschallsensor hinten Seite links Leitung Unterbrechung;-\x0A C_DIAGNOSE;PARK_MANOEVER_ASSISTENT;F_ORT_NR;FS_LESEN_F1;PMA_20;FS_LESEN - 8401679 (HEX 80 33 0F 2B);8401679;Ultraschallsensor hinten Seite rechts Leitung Unterbrechung;-\x0A F1_DIAGNOSE;PARK_MANOEVER_ASSISTENT;F_ORT_NR;FS_LESEN_F1;PMA_20;FS_LESEN - 8401668 (HEX 80 33 04 2B);8401668;Ultraschallsensor hinten Seite links Leitung Unterbrechung;-\x0A NA_F1_DIAGNOSE;PARK_MANOEVER_ASSISTENT;F_ORT_NR;FS_LESEN_F1;PMA_20;FS_LESEN - 8401668 (HEX 80 33 04 2B);8401668;Ultraschallsensor hinten Seite links Leitung Unterbrechung;-\x0A","PMA_20","FS_LESEN","*","F_ORT_NR","* (HEX 80 33 * 2B)","PARK_MANOEVER_ASSISTENT"
"-",1028,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","FS_LESEN_F1",Diagnosefehler,"C_DIAGNOSE;SITZPNEUMATIKMODUL_VL;-;FS_LESEN_F1;SPNM_VL;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;SITZPNEUMATIKMODUL_VL;-;FS_LESEN_F1;SPNM_VL;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","SPNM_VL","FS_LESEN","*","-","-","SITZPNEUMATIKMODUL_VL"
8415143,1029,"-","FS_LESEN_F1","SPNM_VL: Verbauort nicht angelernt","C_DIAGNOSE;SITZPNEUMATIKMODUL_VL;F_ORT_NR;FS_LESEN_F1;SPNM_VL;FS_LESEN - 8415143 (HEX 80 67 A7 2F);8415143;SPNM_VL: Verbauort nicht angelernt;-\x0A F1_DIAGNOSE;SITZPNEUMATIKMODUL_VL;F_ORT_NR;FS_LESEN_F1;SPNM_VL;FS_LESEN - 8415143 (HEX 80 67 A7 2F);8415143;SPNM_VL: Verbauort nicht angelernt;-\x0A F1_DIAGNOSE_T;SITZPNEUMATIKMODUL_VL;F_ORT_NR;FS_LESEN_F1;SPNM_VL;FS_LESEN - 8415143 (HEX 80 67 A7 2F);8415143;SPNM_VL: Verbauort nicht angelernt;-\x0A","SPNM_VL","FS_LESEN","*","F_ORT_NR","8415143 (HEX 80 67 A7 2F)","SITZPNEUMATIKMODUL_VL"
"-",103,"-","-","-","ACHSPRFG;-;Sturz hinten links vor Einstellung;-;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Sturz hinten links vor Einstellung","-","-"
"-",1030,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","FS_LESEN_F1",Diagnosefehler,"C_DIAGNOSE;SITZPNEUMATIKMODUL_VR;-;FS_LESEN_F1;SPNM_VR;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;SITZPNEUMATIKMODUL_VR;-;FS_LESEN_F1;SPNM_VR;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","SPNM_VR","FS_LESEN","*","-","-","SITZPNEUMATIKMODUL_VR"
8415527,1031,"-","FS_LESEN_F1","SPNM_VR: Verbauort nicht angelernt","C_DIAGNOSE;SITZPNEUMATIKMODUL_VR;F_ORT_NR;FS_LESEN_F1;SPNM_VR;FS_LESEN - 8415527 (HEX 80 69 27 2F);8415527;SPNM_VR: Verbauort nicht angelernt;-\x0A F1_DIAGNOSE;SITZPNEUMATIKMODUL_VR;F_ORT_NR;FS_LESEN_F1;SPNM_VR;FS_LESEN - 8415527 (HEX 80 69 27 2F);8415527;SPNM_VR: Verbauort nicht angelernt;-\x0A F1_DIAGNOSE_T;SITZPNEUMATIKMODUL_VR;F_ORT_NR;FS_LESEN_F1;SPNM_VR;FS_LESEN - 8415527 (HEX 80 69 27 2F);8415527;SPNM_VR: Verbauort nicht angelernt;-\x0A","SPNM_VR","FS_LESEN","*","F_ORT_NR","8415527 (HEX 80 69 27 2F)","SITZPNEUMATIKMODUL_VR"
"-",1032,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","FS_LESEN_F1",Diagnosefehler,"C_DIAGNOSE;SITZ_MODUL_BF;-;FS_LESEN_F1;BFS_G11;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F1_DIAGNOSE;SITZ_MODUL_BF;-;FS_LESEN_F1;BFS_G11;FS_LESEN - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","BFS_G11","FS_LESEN","*","-","-","SITZ_MODUL_BF"
159232,1033,"-","FS_LESEN_F1","Energiesparmode aktiv","C_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 159232 (HEX 02 6E 00 2F);159232;Energiesparmode aktiv;-\x0A","BFS_G11","FS_LESEN","C_DIAGNOSE","F_ORT_NR","159232 (HEX 02 6E 00 2F)","SITZ_MODUL_BF"
8399877,1034,"-","FS_LESEN_F1","ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung","C_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 8399877 (HEX 80 2C 05 2F);8399877;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 8399877 (HEX 80 2C 05 2F);8399877;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE_T;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 8399877 (HEX 80 2C 05 2F);8399877;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A","BFS_G11","FS_LESEN","*","F_ORT_NR","8399877 (HEX 80 2C 05 2F)","SITZ_MODUL_BF"
"*",1035,"-","*","PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz)","C_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 8399916 (HEX 80 2C 2C 2F);8399916;PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz);-\x0A C_DIAGNOSE;SITZ_MODUL_BFH;F_ORT_NR;FS_LESEN_F1;BFH_G11;FS_LESEN - 8400940 (HEX 80 30 2C 2F);8400940;PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz);-\x0A F1_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F1;BFS_G11;FS_LESEN - 8399916 (HEX 80 2C 2C 2F);8399916;PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz);-\x0A F2_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F2;BFS_G11;FS_LESEN - 8399916 (HEX 80 2C 2C 2E);8399916;PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz);-\x0A F2_DIAGNOSE;SITZ_MODUL_BF;F_ORT_NR;FS_LESEN_F2;BFS_G11;FS_LESEN - 8399916 (HEX 80 2C 2C 2F);8399916;PreCrash: keine PreCrash Verstellung wegen fehlender Kalibrierung (LNV vorne bzw. LNV hinten beim Fondsitz);-\x0A","*","FS_LESEN","*","F_ORT_NR","* (HEX 80 * 2C *)","*"
8400903,1036,"-","FS_LESEN_F1","Schalter LIN: Falsche Variant ID","C_DIAGNOSE;SITZ_MODUL_BFH;F_ORT_NR;FS_LESEN_F1;BFH_G11;FS_LESEN - 8400903 (HEX 80 30 07 2F);8400903;Schalter LIN: Falsche Variant ID;-\x0A F1_DIAGNOSE;SITZ_MODUL_BFH;F_ORT_NR;FS_LESEN_F1;BFH_G11;FS_LESEN - 8400903 (HEX 80 30 07 2F);8400903;Schalter LIN: Falsche Variant ID;-\x0A F1_DIAGNOSE_T;SITZ_MODUL_BFH;F_ORT_NR;FS_LESEN_F1;BFH_G11;FS_LESEN - 8400903 (HEX 80 30 07 2F);8400903;Schalter LIN: Falsche Variant ID;-\x0A","BFH_G11","FS_LESEN","*","F_ORT_NR","8400903 (HEX 80 30 07 2F)","SITZ_MODUL_BFH"
158976,1037,"-","FS_LESEN_F1","Energiesparmode aktiv","C_DIAGNOSE;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 158976 (HEX 02 6D 00 2F);158976;Energiesparmode aktiv;-\x0A","FAS_G11","FS_LESEN","C_DIAGNOSE","F_ORT_NR","158976 (HEX 02 6D 00 2F)","SITZ_MODUL_FA"
8399365,1038,"-","FS_LESEN_F1","ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung","C_DIAGNOSE;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399365 (HEX 80 2A 05 2F);8399365;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399365 (HEX 80 2A 05 2F);8399365;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE_T;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399365 (HEX 80 2A 05 2F);8399365;ÜKB: Abschaltung ÜKB wegen fehlender Kalibrierung;-\x0A","FAS_G11","FS_LESEN","*","F_ORT_NR","8399365 (HEX 80 2A 05 2F)","SITZ_MODUL_FA"
8399368,1039,"-","FS_LESEN_F1","PIA: Portierung eingeschränkt wegen fehlender Kalibrierung","C_DIAGNOSE;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399368 (HEX 80 2A 08 2F);8399368;PIA: Portierung eingeschränkt wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399368 (HEX 80 2A 08 2F);8399368;PIA: Portierung eingeschränkt wegen fehlender Kalibrierung;-\x0A F1_DIAGNOSE_T;SITZ_MODUL_FA;F_ORT_NR;FS_LESEN_F1;FAS_G11;FS_LESEN - 8399368 (HEX 80 2A 08 2F);8399368;PIA: Portierung eingeschränkt wegen fehlender Kalibrierung;-\x0A","FAS_G11","FS_LESEN","*","F_ORT_NR","8399368 (HEX 80 2A 08 2F)","SITZ_MODUL_FA"
"-",104,"-","-","-","ACHSPRFG;-;Sturz hinten rechts;-;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Sturz hinten rechts","-","-"
8413238,1040,"-","FS_LESEN_C_DIAGNOSE","Tankdrucksensor: In diesem Fahrzeug noch nicht abgeglichen","C_DIAGNOSE;TANK_ELEKTRONIK;F_ORT_NR;FS_LESEN_C_DIAGNOSE;TFM_I1;FS_LESEN - 8413238 (HEX 80 60 36 2F);8413238;Tankdrucksensor: In diesem Fahrzeug noch nicht abgeglichen;-\x0A","TFM_I1","FS_LESEN","C_DIAGNOSE","F_ORT_NR","8413238 (HEX 80 60 36 2F)","TANK_ELEKTRONIK"
"*",1042,"-","FS_LESEN_F1","Ultraschallsensor * Seite *: Sensor defekt (Verify-Fehler)","C_DIAGNOSE;ULTRASCHALL_SENSOR;F_ORT_NR;FS_LESEN_F1;USS_G11;FS_LESEN - 8401416 (HEX 80 32 08 2E);8401416;Ultraschallsensor hinten Seite links: Sensor defekt (Verify-Fehler);-\x0A C_DIAGNOSE;ULTRASCHALL_SENSOR;F_ORT_NR;FS_LESEN_F1;USS_G11;FS_LESEN - 8401452 (HEX 80 32 2C 2E);8401452;Ultraschallsensor vorn Seite links: Sensor defekt (Verify-Fehler);-\x0A C_DIAGNOSE;ULTRASCHALL_SENSOR;F_ORT_NR;FS_LESEN_F1;USS_G11;FS_LESEN - 8401482 (HEX 80 32 4A 2E);8401482;Ultraschallsensor vorn Seite rechts: Sensor defekt (Verify-Fehler);-\x0A","USS_G11","FS_LESEN","C_DIAGNOSE","F_ORT_NR","* (HEX 80 32 * 2E)","ULTRASCHALL_SENSOR"
4729087,1043,"-","FS_LESEN_C_DIAGNOSE","Ventilspule - Zugstufe - Hinten Links offene Leitung","C_DIAGNOSE;VERTICAL_DYNAMIC_PLATFORM;F_ORT_NR;FS_LESEN_C_DIAGNOSE;VDP_G11;FS_LESEN - 4729087 (HEX 48 28 FF 2F);4729087;Ventilspule - Zugstufe - Hinten Links offene Leitung;-\x0A","VDP_G11","FS_LESEN","C_DIAGNOSE","F_ORT_NR","4729087 (HEX 48 28 FF 2F)","VERTICAL_DYNAMIC_PLATFORM"
"*",1044,"-","FS_LESEN_C_DIAGNOSE","Ventilspule - Druckstufe - Hinten * offene Leitung","C_DIAGNOSE;VERTICAL_DYNAMIC_PLATFORM;F_ORT_NR;FS_LESEN_C_DIAGNOSE;VDP_G11;FS_LESEN - 4729114 (HEX 48 29 1A 2F);4729114;Ventilspule - Druckstufe - Hinten Rechts offene Leitung;-\x0A C_DIAGNOSE;VERTICAL_DYNAMIC_PLATFORM;F_ORT_NR;FS_LESEN_C_DIAGNOSE;VDP_G11;FS_LESEN - 4729123 (HEX 48 29 23 2F);4729123;Ventilspule - Druckstufe - Hinten Links offene Leitung;-\x0A","VDP_G11","FS_LESEN","C_DIAGNOSE","F_ORT_NR","* (HEX 48 29 * 2F)","VERTICAL_DYNAMIC_PLATFORM"
13440016,1046,"-","FS_LESEN_C_DIAGNOSE","Empfang keine Systemzeit","C_DIAGNOSE;ZENTRALES_GATEWAYMODUL;F_ORT_NR;FS_LESEN_C_DIAGNOSE;ZGW_01;FS_LESEN - 13440016 (HEX CD 14 10 0F);13440016;Empfang keine Systemzeit;-\x0A","ZGW_01","FS_LESEN","C_DIAGNOSE","F_ORT_NR","13440016 (HEX CD 14 10 0F)","ZENTRALES_GATEWAYMODUL"
"-",1047,"-","STATUS_SITZ_BELEGUNG","1 Funktionsfehler","ECOS;AIRBAG;-;STATUS_SITZ_BELEGUNG;-;- - -;-;1 Funktionsfehler;-\x0A","-","-",ECOS,"-","-",AIRBAG
"-",1048,"-","STATUS_SITZ_BELEGUNG","Prüfschritt Abbruch","ECOS;AIRBAG;-;STATUS_SITZ_BELEGUNG;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-",AIRBAG
"-",1049,"-","STATUS_SITZ_BELEGUNG","Ist-Wert ungleich SollWert(e)","ECOS;AIRBAG;stat_sitzbelegung_bf;STATUS_SITZ_BELEGUNG;ACSM5;STATUS_LESEN - 1;-;Ist-Wert ungleich SollWert(e);-\x0A ECOS;AIRBAG;stat_sitzbelegung_bf;STATUS_SITZ_BELEGUNG;ACSM5;STATUS_LESEN - 251;-;Ist-Wert ungleich SollWert(e);-\x0A",ACSM5,"STATUS_LESEN",ECOS,"stat_sitzbelegung_bf","*",AIRBAG
"-",105,"-","-","-","ACHSPRFG;-;Sturz hinten rechts vor Einstellung;-;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Sturz hinten rechts vor Einstellung","-","-"
"-",1050,"0: null","STEUERN_AHK_INITIALISIERUNG_START",Diagnosefehler,"ECOS;ANHAENGERMODUL;-;STEUERN_AHK_INITIALISIERUNG_START;AAG_F15;STEUERN_ROUTINE - -;-;Diagnosefehler;0: null\x0A","AAG_F15","STEUERN_ROUTINE",ECOS,"-","-",ANHAENGERMODUL
"-",1051,"ERROR_ECU_CONDITIONS_NOT_CORRECT","STEUERN_AHK_INITIALISIERUNG_START",Diagnosefehler,"ECOS;ANHAENGERMODUL;JOB_STATUS;STEUERN_AHK_INITIALISIERUNG_START;AAG_F15;STEUERN_ROUTINE - ERROR_ECU_CONDITIONS_NOT_CORRECT;-;Diagnosefehler;ERROR_ECU_CONDITIONS_NOT_CORRECT\x0A","AAG_F15","STEUERN_ROUTINE",ECOS,"JOB_STATUS","ERROR_ECU_CONDITIONS_NOT_CORRECT",ANHAENGERMODUL
"-",1052,Parameterexistenz,"STATUS_BATT_LADEZUSTAND_ALLGEMEIN",Parametrierfehler,"ECOS;BATTERIE_SENSOR;-;STATUS_BATT_LADEZUSTAND_ALLGEMEIN;-;- - -;-;Parametrierfehler;Parameterexistenz\x0A","-","-",ECOS,"-","-","BATTERIE_SENSOR"
"-",1055,"Ruhestrom niO! *.* A","STATUS_RUHESTROMMESSUNG_ICOM","Ist-Wert ungleich SollWert(e)","ECOS;BATTERIE_SENSOR;CONDITION1 -> BETWEENIB(0,0.68625,0.63);STATUS_RUHESTROMMESSUNG_ICOM;AEP;STATUS_RUHESTROMMESSUNG - FALSE;-;Ist-Wert ungleich SollWert(e);Ruhestrom niO! 0.68625 A\x0A ECOS;BATTERIE_SENSOR;CONDITION1 -> BETWEENIB(0,1.4937500000000001,1.48);STATUS_RUHESTROMMESSUNG_ICOM;AEP;STATUS_RUHESTROMMESSUNG - FALSE;-;Ist-Wert ungleich SollWert(e);Ruhestrom niO! 1.4937500000000001 A\x0A ECOS;BATTERIE_SENSOR;CONDITION1 -> BETWEENIB(0,74.98375,0.63);STATUS_RUHESTROMMESSUNG_ICOM;AEP;STATUS_RUHESTROMMESSUNG - FALSE;-;Ist-Wert ungleich SollWert(e);Ruhestrom niO! 74.98375 A\x0A ECOS;BATTERIE_SENSOR;CONDITION1 -> BETWEENIB(0,79.57625,0.63);STATUS_RUHESTROMMESSUNG_ICOM;AEP;STATUS_RUHESTROMMESSUNG - FALSE;-;Ist-Wert ungleich SollWert(e);Ruhestrom niO! 79.57625 A\x0A ECOS;BATTERIE_SENSOR;CONDITION1 -> BETWEENIB(0,80.19,0.63);STATUS_RUHESTROMMESSUNG_ICOM;AEP;STATUS_RUHESTROMMESSUNG - FALSE;-;Ist-Wert ungleich SollWert(e);Ruhestrom niO! 80.19 A\x0A",AEP,"STATUS_RUHESTROMMESSUNG","*","CONDITION1 -> BETWEENIB(0,*.*,*.*)",FALSE,"BATTERIE_SENSOR"
"-",1056,"19: IFH-0009: NO RESPONSE FROM CONTROLUNIT","SGBD_SIV",Diagnosefehler,"B_DIAGNOSE_2;BATTERIE_SENSOR;VARIANTE;SGBD_SIV;G_MOTOR;INITIALISIERUNG - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A ECOS;BATTERIE_SENSOR;VARIANTE;SGBD_SIV;G_MOTOR;INITIALISIERUNG - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A ECOS;MOTOR;VARIANTE;SGBD_SIV;G_MOTOR;INITIALISIERUNG - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A F2_DIAGNOSE_LIN;BATTERIE_SENSOR;VARIANTE;SGBD_SIV;G_MOTOR;INITIALISIERUNG - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A FINISH;BATTERIE_SENSOR;VARIANTE;SGBD_SIV;G_MOTOR;INITIALISIERUNG - -;-;Diagnosefehler;19: IFH-0009: NO RESPONSE FROM CONTROLUNIT\x0A","G_MOTOR",INITIALISIERUNG,"*",VARIANTE,"-","*"
"-",1057,"-","WD_ENTRANCE_LIGHT_DRIVER_SIDE_FRONT","1 Funktionsfehler","ECOS;BDC_LIGHT;-;WD_ENTRANCE_LIGHT_DRIVER_SIDE_FRONT;-;- - -;-;1 Funktionsfehler;-\x0A","-","-",ECOS,"-","-","BDC_LIGHT"
"-",1058,"-","WD_ENTRANCE_LIGHT_DRIVER_SIDE_REAR","1 Funktionsfehler","ECOS;BDC_LIGHT;-;WD_ENTRANCE_LIGHT_DRIVER_SIDE_REAR;-;- - -;-;1 Funktionsfehler;-\x0A","-","-",ECOS,"-","-","BDC_LIGHT"
"-",1059,"-","WD_ENTRANCE_LIGHT_PASSENGER_SIDE_REAR","1 Funktionsfehler","ECOS;BDC_LIGHT;-;WD_ENTRANCE_LIGHT_PASSENGER_SIDE_REAR;-;- - -;-;1 Funktionsfehler;-\x0A","-","-",ECOS,"-","-","BDC_LIGHT"
"-",106,"-","Sturz vorne links","-","ACHSPRFG;-;Sturz vorne links;Sturz vorne links;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Sturz vorne links","-","-"
"-",1060,"-","WF_BELEUCHTUNG_GEPÄCKRAUM","Prüfschritt NIO","ECOS;BDC_LIGHT;BUTTON;WF_BELEUCHTUNG_GEPÄCKRAUM;-;- - NO;-;Prüfschritt NIO;-\x0A","-","-",ECOS,BUTTON,NO,"BDC_LIGHT"
"-",1061,"-","WF_BELEUCHTUNG_MAKEUPSPIEGEL_BS","Prüfschritt NIO","ECOS;BDC_LIGHT;BUTTON;WF_BELEUCHTUNG_MAKEUPSPIEGEL_BS;-;- - NO;-;Prüfschritt NIO;-\x0A","-","-",ECOS,BUTTON,NO,"BDC_LIGHT"
"-",1062,"-","WF_BELEUCHTUNG_MAKEUPSPIEGEL_FS","Prüfschritt NIO","ECOS;BDC_LIGHT;BUTTON;WF_BELEUCHTUNG_MAKEUPSPIEGEL_FS;-;- - NO;-;Prüfschritt NIO;-\x0A","-","-",ECOS,BUTTON,NO,"BDC_LIGHT"
"-",1063,"-","WD_ENTRANCE_LIGHT_DRIVER_SIDE_FRONT","-","ECOS;BDC_LIGHT;Werkerbestätigung;WD_ENTRANCE_LIGHT_DRIVER_SIDE_FRONT;-;- - Nein;-;-;-\x0A","-","-",ECOS,"Werkerbestätigung",Nein,"BDC_LIGHT"
"-",1064,"-","WD_ENTRANCE_LIGHT_DRIVER_SIDE_REAR","-","ECOS;BDC_LIGHT;Werkerbestätigung;WD_ENTRANCE_LIGHT_DRIVER_SIDE_REAR;-;- - Nein;-;-;-\x0A","-","-",ECOS,"Werkerbestätigung",Nein,"BDC_LIGHT"
"-",1065,"-","WD_ENTRANCE_LIGHT_PASSENGER_SIDE_REAR","-","ECOS;BDC_LIGHT;Werkerbestätigung;WD_ENTRANCE_LIGHT_PASSENGER_SIDE_REAR;-;- - Nein;-;-;-\x0A","-","-",ECOS,"Werkerbestätigung",Nein,"BDC_LIGHT"
"-",1066,"-","INT_HECKKLAPPE_OEFFNEN","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_HECKKLAPPE_OEFFNEN;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1067,"-","INT_HECKKLAPPE_SCHLIESSEN","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_HECKKLAPPE_SCHLIESSEN;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1068,"-","INT_LOCK_2ND_SEAT_ROW","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_LOCK_2ND_SEAT_ROW;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1069,"-","INT_PULL_SWITCH_WL_DRIVER_SIDE_REAR","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_PULL_SWITCH_WL_DRIVER_SIDE_REAR;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",107,"-","-","-","ACHSPRFG;-;Sturz vorne rechts;-;-;- - -;-;-;-\x0A","-","-",ACHSPRFG,"Sturz vorne rechts","-","-"
"-",1070,"159: NET-0009: TIMEOUT","INT_PULL_SWITCH_WL_DRIVER_SIDE_REAR",Diagnosefehler,"ECOS;BDC_MASTER;-;INT_PULL_SWITCH_WL_DRIVER_SIDE_REAR;BDC;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A",BDC,"STATUS_LESEN",ECOS,"-","-","BDC_MASTER"
"-",1071,"-","INT_PULL_SWITCH_WL_PASSENGER_SIDE_FRONT","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_PULL_SWITCH_WL_PASSENGER_SIDE_FRONT;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1072,"-","INT_PULL_SWITCH_WL_PASSENGER_SIDE_REAR","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_PULL_SWITCH_WL_PASSENGER_SIDE_REAR;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1073,"-","INT_TUERKONTAKT_BEIFAHRER_AUF","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_TUERKONTAKT_BEIFAHRER_AUF;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1074,"-","INT_TUERKONTAKT_BEIFAHRER_HINTEN_ZU","Prüfschritt Abbruch","ECOS;BDC_MASTER;-;INT_TUERKONTAKT_BEIFAHRER_HINTEN_ZU;-;- - -;-;Prüfschritt Abbruch;-\x0A","-","-",ECOS,"-","-","BDC_MASTER"
"-",1075,"159: NET-0009: TIMEOUT","INT_TUERKONTAKT_FAHRER_AUF",Diagnosefehler,"ECOS;BDC_MASTER;-;INT_TUERKONTAKT_FAHRER_AUF;BDC;STATUS_LESEN - -;-;Diagnosefehler;159: NET-0009: TIMEOUT\x0A",BDC,"STATUS_LESEN",ECOS,"-","-","BDC_MASTER"
"-",1076,"Tür Fahrerseite nichtoffen","INT_TUERKONTAKT_FAHRER_AUF",Diagnosefehler,"ECOS;BDC_MASTER;-;INT_TUERKONTAKT_FAHRER_AUF;BDC;STATUS_LESEN - -;-;Diagnosefehler;Tür Fahrerseite nichtoffen\x0A ECOS;BDC_MASTER;-;INT_TUERKONTAKT_FAHRER_AUF;BDC_G11;STATUS_LESEN - -;-;Diagnosefehler;Tür Fahrerseite nichtoffen\x0A","*","STATUS_LESEN",ECOS,"-","-","BDC_MASTER"
